timestamp,soil,raw
2026-08-08T15:23:31,soil #1,0
2026-08-08T15:23:31,soil #1,0
2026-08-08T15:23:32,soil #1,0
2026-08-08T15:23:32,soil #1,0
2026-08-08T15:23:33,soil #1,0
2026-08-08T15:23:33,soil #1,0
2026-08-08T15:23:34,soil #1,0
2026-08-08T15:23:34,soil #1,0
2026-08-08T15:23:35,soil #1,0
2026-08-08T15:23:35,soil #1,0
2026-08-08T15:23:36,soil #1,0
2026-08-08T15:23:36,soil #1,0
2026-08-08T15:23:37,soil #1,0
2026-08-08T15:23:37,soil #1,0
2026-08-08T15:23:38,soil #1,0
2026-08-08T15:23:38,soil #1,0
2026-08-08T15:23:39,soil #1,0
2026-08-08T15:23:39,soil #1,0
2026-08-08T15:23:40,soil #1,0
2026-08-08T15:23:40,soil #1,0
2026-08-08T15:23:41,soil #1,0
2026-08-08T15:23:41,soil #1,0
2026-08-08T15:23:42,soil #1,0
2026-08-08T15:23:42,soil #1,0
2026-08-08T15:23:43,soil #1,0
2026-08-08T15:23:43,soil #1,0
2026-08-08T15:23:44,soil #1,0
2026-08-08T15:23:44,soil #1,0
2026-08-08T15:23:45,soil #1,0
2026-08-08T15:23:45,soil #1,0
2026-08-08T15:23:46,soil #1,0
2026-08-08T15:23:46,soil #1,0
2026-08-08T15:23:47,soil #1,0
2026-08-08T15:23:47,soil #1,0
2026-08-08T15:23:48,soil #1,0
2026-08-08T15:23:48,soil #1,0
2026-08-08T15:23:49,soil #1,0
2026-08-08T15:23:49,soil #1,0
2026-08-08T15:23:50,soil #1,0
2026-08-08T15:23:50,soil #1,0
2026-08-08T15:23:51,soil #1,0
2026-08-08T15:23:51,soil #1,0
2026-08-08T15:23:52,soil #1,0
2026-08-08T15:23:52,soil #1,0
2026-08-08T15:23:53,soil #1,0
2026-08-08T15:23:53,soil #1,0
2026-08-08T15:23:54,soil #1,0
2026-08-08T15:23:54,soil #1,0
2026-08-08T15:23:55,soil #1,0
2026-08-08T15:23:55,soil #1,0
2026-08-08T15:23:56,soil #1,0
2026-08-08T15:23:56,soil #1,10
2026-08-08T15:23:57,soil #1,7
2026-08-08T15:23:57,soil #1,15
2026-08-08T15:23:58,soil #1,8
2026-08-08T15:23:58,soil #1,1
2026-08-08T15:23:59,soil #1,0
2026-08-08T15:23:59,soil #1,0
2026-08-08T15:24:00,soil #1,0
2026-08-08T15:24:00,soil #1,13
2026-08-08T15:24:01,soil #1,10
2026-08-08T15:24:01,soil #1,30
2026-08-08T15:24:02,soil #1,6
2026-08-08T15:24:02,soil #1,0
2026-08-08T15:24:03,soil #1,35
2026-08-08T15:24:03,soil #1,41
2026-08-08T15:24:04,soil #1,36
2026-08-08T15:24:04,soil #1,4
2026-08-08T15:24:05,soil #1,33
2026-08-08T15:24:05,soil #1,35
2026-08-08T15:24:06,soil #1,35
2026-08-08T15:24:06,soil #1,53
2026-08-08T15:24:07,soil #1,60
2026-08-08T15:24:07,soil #1,72
2026-08-08T15:24:08,soil #1,84
2026-08-08T15:24:08,soil #1,94
2026-08-08T15:24:09,soil #1,98
2026-08-08T15:24:09,soil #1,107
2026-08-08T15:24:10,soil #1,108
2026-08-08T15:24:10,soil #1,121
2026-08-08T15:24:11,soil #1,118
2026-08-08T15:24:11,soil #1,128
2026-08-08T15:24:12,soil #1,133
2026-08-08T15:24:12,soil #1,136
2026-08-08T15:24:13,soil #1,146
2026-08-08T15:24:13,soil #1,144
2026-08-08T15:24:14,soil #1,140
2026-08-08T15:24:14,soil #1,148
2026-08-08T15:24:15,soil #1,113
2026-08-08T15:24:15,soil #1,69
2026-08-08T15:24:16,soil #1,33
2026-08-08T15:24:16,soil #1,110
2026-08-08T15:24:17,soil #1,110
2026-08-08T15:24:17,soil #1,118
2026-08-08T15:24:18,soil #1,132
2026-08-08T15:24:18,soil #1,133
2026-08-08T15:24:19,soil #1,116
2026-08-08T15:24:19,soil #1,122
2026-08-08T15:24:20,soil #1,157
2026-08-08T15:24:20,soil #1,154
2026-08-08T15:24:21,soil #1,160
2026-08-08T15:24:21,soil #1,159
2026-08-08T15:24:22,soil #1,161
2026-08-08T15:24:22,soil #1,145
2026-08-08T15:24:23,soil #1,148
2026-08-08T15:24:23,soil #1,163
2026-08-08T15:24:24,soil #1,195
2026-08-08T15:24:24,soil #1,215
2026-08-08T15:24:25,soil #1,227
2026-08-08T15:24:25,soil #1,237
2026-08-08T15:24:26,soil #1,248
2026-08-08T15:24:26,soil #1,256
2026-08-08T15:24:27,soil #1,264
2026-08-08T15:24:27,soil #1,270
2026-08-08T15:24:28,soil #1,276
2026-08-08T15:24:29,soil #1,283
2026-08-08T15:24:29,soil #1,288
2026-08-08T15:24:30,soil #1,296
2026-08-08T15:24:30,soil #1,305
2026-08-08T15:24:31,soil #1,315
2026-08-08T15:24:31,soil #1,325
2026-08-08T15:24:32,soil #1,334
2026-08-08T15:24:32,soil #1,344
2026-08-08T15:24:33,soil #1,356
2026-08-08T15:24:33,soil #1,362
2026-08-08T15:24:34,soil #1,362
2026-08-08T15:24:34,soil #1,365
2026-08-08T15:24:35,soil #1,368
2026-08-08T15:24:35,soil #1,371
2026-08-08T15:24:36,soil #1,374
2026-08-08T15:24:36,soil #1,377
2026-08-08T15:24:37,soil #1,378
2026-08-08T15:24:37,soil #1,380
2026-08-08T15:24:38,soil #1,383
2026-08-08T15:24:38,soil #1,386
2026-08-08T15:24:39,soil #1,389
2026-08-08T15:24:39,soil #1,390
2026-08-08T15:24:40,soil #1,394
2026-08-08T15:24:40,soil #1,398
2026-08-08T15:24:41,soil #1,399
2026-08-08T15:24:41,soil #1,400
2026-08-08T15:24:42,soil #1,398
2026-08-08T15:24:42,soil #1,399
2026-08-08T15:24:43,soil #1,399
2026-08-08T15:24:43,soil #1,399
2026-08-08T15:24:44,soil #1,399
2026-08-08T15:24:44,soil #1,400
2026-08-08T15:24:45,soil #1,401
2026-08-08T15:24:45,soil #1,402
2026-08-08T15:24:46,soil #1,402
2026-08-08T15:24:46,soil #1,404
2026-08-08T15:24:47,soil #1,404
2026-08-08T15:24:47,soil #1,405
2026-08-08T15:24:48,soil #1,348
2026-08-08T15:24:48,soil #1,331
2026-08-08T15:24:49,soil #1,308
2026-08-08T15:24:49,soil #1,327
2026-08-08T15:24:50,soil #1,350
2026-08-08T15:24:50,soil #1,357
2026-08-08T15:25:46,soil #2,1
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,1
2026-08-08T15:25:46,soil #2,6
2026-08-08T15:25:46,soil #2,1
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:46,soil #2,0
2026-08-08T15:25:48,soil #2,0
2026-08-08T15:25:48,soil #2,0
2026-08-08T15:25:49,soil #2,0
2026-08-08T15:25:49,soil #2,0
2026-08-08T15:25:50,soil #2,0
2026-08-08T15:25:50,soil #2,0
2026-08-08T15:25:51,soil #2,0
2026-08-08T15:25:51,soil #2,0
2026-08-08T15:25:52,soil #2,0
2026-08-08T15:25:52,soil #2,0
2026-08-08T15:25:53,soil #2,0
2026-08-08T15:25:53,soil #2,0
2026-08-08T15:25:54,soil #2,0
2026-08-08T15:25:54,soil #2,0
2026-08-08T15:25:55,soil #2,186
2026-08-08T15:25:55,soil #2,205
2026-08-08T15:25:56,soil #2,222
2026-08-08T15:25:56,soil #2,233
2026-08-08T15:25:57,soil #2,261
2026-08-08T15:25:57,soil #2,291
2026-08-08T15:25:58,soil #2,276
2026-08-08T15:25:58,soil #2,265
2026-08-08T15:25:59,soil #2,253
2026-08-08T15:25:59,soil #2,290
2026-08-08T15:26:00,soil #2,327
2026-08-08T15:26:00,soil #2,341
2026-08-08T15:26:01,soil #2,347
2026-08-08T15:26:01,soil #2,351
2026-08-08T15:26:02,soil #2,355
2026-08-08T15:26:02,soil #2,360
2026-08-08T15:26:03,soil #2,364
2026-08-08T15:26:03,soil #2,368
2026-08-08T15:26:04,soil #2,369
2026-08-08T15:26:04,soil #2,370
2026-08-08T15:26:05,soil #2,372
2026-08-08T15:26:05,soil #2,376
2026-08-08T15:26:06,soil #2,378
2026-08-08T15:26:06,soil #2,381
2026-08-08T15:26:07,soil #2,384
2026-08-08T15:26:07,soil #2,381
2026-08-08T15:26:08,soil #2,386
2026-08-08T15:26:08,soil #2,387
2026-08-08T15:26:09,soil #2,389
2026-08-08T15:26:09,soil #2,391
2026-08-08T15:26:10,soil #2,391
2026-08-08T15:26:10,soil #2,391
2026-08-08T15:26:11,soil #2,395
2026-08-08T15:26:11,soil #2,397
2026-08-08T15:26:12,soil #2,398
2026-08-08T15:26:12,soil #2,400
2026-08-08T15:26:13,soil #2,400
2026-08-08T15:26:13,soil #2,397
2026-08-08T15:26:14,soil #2,398
2026-08-08T15:26:14,soil #2,385
2026-08-08T15:26:15,soil #2,392
2026-08-08T15:26:15,soil #2,391
2026-08-08T15:26:16,soil #2,393
2026-08-08T15:26:16,soil #2,394
2026-08-08T15:26:17,soil #2,399
2026-08-08T15:26:17,soil #2,401
2026-08-08T15:26:18,soil #2,400
2026-08-08T15:26:18,soil #2,401
2026-08-08T15:26:19,soil #2,399
2026-08-08T15:26:20,soil #2,397
2026-08-08T15:26:20,soil #2,402
2026-08-08T15:26:21,soil #2,401
2026-08-08T15:26:21,soil #2,405
2026-08-08T15:26:22,soil #2,407
2026-08-08T15:26:22,soil #2,403
2026-08-08T15:26:23,soil #2,407
2026-08-08T15:26:23,soil #2,398
2026-08-08T15:26:24,soil #2,401
2026-08-08T15:26:24,soil #2,404
2026-08-08T15:26:25,soil #2,311
2026-08-08T15:26:25,soil #2,301
2026-08-08T15:26:26,soil #2,289
2026-08-08T15:26:26,soil #2,309
2026-08-08T15:26:27,soil #2,308
2026-08-08T15:26:27,soil #2,309
2026-08-08T15:26:28,soil #2,310
2026-08-08T15:26:28,soil #2,312
